dataset,image_id,filename,path,split
KONIQ-10k,7854876374,7854876374.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7854876374.jpg,train
KONIQ-10k,7856175732,7856175732.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7856175732.jpg,train
KONIQ-10k,7856451374,7856451374.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7856451374.jpg,train
KONIQ-10k,7859713146,7859713146.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7859713146.jpg,train
KONIQ-10k,7861079240,7861079240.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7861079240.jpg,val
KONIQ-10k,7863241080,7863241080.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7863241080.jpg,train
KONIQ-10k,7866144530,7866144530.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7866144530.jpg,val
KONIQ-10k,7866480612,7866480612.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7866480612.jpg,train
KONIQ-10k,7867041724,7867041724.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7867041724.jpg,train
KONIQ-10k,7867646032,7867646032.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7867646032.jpg,train
KONIQ-10k,7868631444,7868631444.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7868631444.jpg,train
KONIQ-10k,7870300862,7870300862.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7870300862.jpg,train
KONIQ-10k,7870688128,7870688128.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7870688128.jpg,train
KONIQ-10k,7871237210,7871237210.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7871237210.jpg,train
KONIQ-10k,7871346190,7871346190.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7871346190.jpg,val
KONIQ-10k,7875370780,7875370780.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7875370780.jpg,train
KONIQ-10k,7875374202,7875374202.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7875374202.jpg,train
KONIQ-10k,7875422248,7875422248.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7875422248.jpg,train
KONIQ-10k,7877688978,7877688978.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7877688978.jpg,train
KONIQ-10k,7878410170,7878410170.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7878410170.jpg,holdout
KONIQ-10k,7880797072,7880797072.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7880797072.jpg,train
KONIQ-10k,7881174736,7881174736.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7881174736.jpg,train
KONIQ-10k,7883125264,7883125264.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7883125264.jpg,train
KONIQ-10k,7887126684,7887126684.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7887126684.jpg,train
KONIQ-10k,7889791504,7889791504.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7889791504.jpg,train
KONIQ-10k,7892040540,7892040540.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7892040540.jpg,train
KONIQ-10k,7892635308,7892635308.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7892635308.jpg,train
KONIQ-10k,7893560424,7893560424.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7893560424.jpg,holdout
KONIQ-10k,7896479602,7896479602.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7896479602.jpg,train
KONIQ-10k,7897296676,7897296676.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7897296676.jpg,train
KONIQ-10k,7899104502,7899104502.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7899104502.jpg,train
KONIQ-10k,7900291786,7900291786.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7900291786.jpg,val
KONIQ-10k,7900303150,7900303150.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7900303150.jpg,train
KONIQ-10k,7902540732,7902540732.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7902540732.jpg,holdout
KONIQ-10k,7903006270,7903006270.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7903006270.jpg,train
KONIQ-10k,7903635044,7903635044.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7903635044.jpg,val
KONIQ-10k,7903686666,7903686666.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7903686666.jpg,train
KONIQ-10k,7903714372,7903714372.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7903714372.jpg,train
KONIQ-10k,7904253618,7904253618.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7904253618.jpg,holdout
KONIQ-10k,7904310752,7904310752.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7904310752.jpg,train
KONIQ-10k,7904631250,7904631250.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7904631250.jpg,train
KONIQ-10k,7906332480,7906332480.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7906332480.jpg,train
KONIQ-10k,7908624656,7908624656.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7908624656.jpg,train
KONIQ-10k,7908884988,7908884988.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7908884988.jpg,train
KONIQ-10k,7909059554,7909059554.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7909059554.jpg,train
KONIQ-10k,7911339166,7911339166.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7911339166.jpg,val
KONIQ-10k,7911502338,7911502338.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7911502338.jpg,train
KONIQ-10k,7911673358,7911673358.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7911673358.jpg,train
KONIQ-10k,7913897946,7913897946.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7913897946.jpg,train
KONIQ-10k,7914158128,7914158128.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7914158128.jpg,holdout
KONIQ-10k,7914531096,7914531096.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7914531096.jpg,train
KONIQ-10k,7914714726,7914714726.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7914714726.jpg,train
KONIQ-10k,7915207374,7915207374.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7915207374.jpg,val
KONIQ-10k,7915889156,7915889156.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7915889156.jpg,train
KONIQ-10k,7917906506,7917906506.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7917906506.jpg,holdout
KONIQ-10k,7919265884,7919265884.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7919265884.jpg,val
KONIQ-10k,7919270808,7919270808.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7919270808.jpg,train
KONIQ-10k,7919700760,7919700760.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7919700760.jpg,train
KONIQ-10k,7920824878,7920824878.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7920824878.jpg,train
KONIQ-10k,7921753876,7921753876.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7921753876.jpg,train
KONIQ-10k,7923574034,7923574034.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7923574034.jpg,train
KONIQ-10k,7924068268,7924068268.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7924068268.jpg,val
KONIQ-10k,7924366,7924366.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7924366.jpg,train
KONIQ-10k,7926649668,7926649668.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7926649668.jpg,train
KONIQ-10k,7927998516,7927998516.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7927998516.jpg,train
KONIQ-10k,7928561010,7928561010.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7928561010.jpg,val
KONIQ-10k,7929212614,7929212614.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7929212614.jpg,holdout
KONIQ-10k,7929526740,7929526740.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7929526740.jpg,train
KONIQ-10k,7931367844,7931367844.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7931367844.jpg,holdout
KONIQ-10k,7934073070,7934073070.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7934073070.jpg,train
KONIQ-10k,7934781744,7934781744.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7934781744.jpg,train
KONIQ-10k,7935628474,7935628474.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7935628474.jpg,train
KONIQ-10k,7937116986,7937116986.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7937116986.jpg,holdout
KONIQ-10k,7940282852,7940282852.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7940282852.jpg,val
KONIQ-10k,7940912870,7940912870.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7940912870.jpg,holdout
KONIQ-10k,7942038522,7942038522.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7942038522.jpg,train
KONIQ-10k,7945344572,7945344572.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7945344572.jpg,train
KONIQ-10k,7946144914,7946144914.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7946144914.jpg,train
KONIQ-10k,7946380974,7946380974.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7946380974.jpg,train
KONIQ-10k,7946509460,7946509460.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7946509460.jpg,train
KONIQ-10k,7946535104,7946535104.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7946535104.jpg,train
KONIQ-10k,7946918290,7946918290.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7946918290.jpg,train
KONIQ-10k,79475896,79475896.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/79475896.jpg,train
KONIQ-10k,7951947544,7951947544.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7951947544.jpg,val
KONIQ-10k,7954181598,7954181598.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7954181598.jpg,train
KONIQ-10k,7954324384,7954324384.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7954324384.jpg,train
KONIQ-10k,7954849148,7954849148.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7954849148.jpg,holdout
KONIQ-10k,7955276034,7955276034.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7955276034.jpg,train
KONIQ-10k,7955555286,7955555286.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7955555286.jpg,train
KONIQ-10k,7955776040,7955776040.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7955776040.jpg,holdout
KONIQ-10k,7956634196,7956634196.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7956634196.jpg,holdout
KONIQ-10k,7957309250,7957309250.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7957309250.jpg,train
KONIQ-10k,7957627098,7957627098.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7957627098.jpg,train
KONIQ-10k,7959317086,7959317086.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7959317086.jpg,train
KONIQ-10k,7963365940,7963365940.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7963365940.jpg,train
KONIQ-10k,7964487966,7964487966.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7964487966.jpg,holdout
KONIQ-10k,7964545096,7964545096.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7964545096.jpg,train
KONIQ-10k,7965307114,7965307114.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7965307114.jpg,train
KONIQ-10k,7967382050,7967382050.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7967382050.jpg,val
KONIQ-10k,7969243650,7969243650.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7969243650.jpg,train
KONIQ-10k,7969415278,7969415278.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7969415278.jpg,holdout
KONIQ-10k,7969516070,7969516070.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7969516070.jpg,train
KONIQ-10k,7969586312,7969586312.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7969586312.jpg,val
KONIQ-10k,7971560974,7971560974.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7971560974.jpg,train
KONIQ-10k,7972772456,7972772456.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7972772456.jpg,train
KONIQ-10k,7973547250,7973547250.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7973547250.jpg,holdout
KONIQ-10k,7974391613,7974391613.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7974391613.jpg,holdout
KONIQ-10k,7974813040,7974813040.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7974813040.jpg,train
KONIQ-10k,7974813912,7974813912.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7974813912.jpg,train
KONIQ-10k,7975750167,7975750167.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7975750167.jpg,val
KONIQ-10k,7977665407,7977665407.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7977665407.jpg,train
KONIQ-10k,7978014444,7978014444.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7978014444.jpg,val
KONIQ-10k,7978282630,7978282630.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7978282630.jpg,train
KONIQ-10k,7979358830,7979358830.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7979358830.jpg,train
KONIQ-10k,7979712862,7979712862.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7979712862.jpg,train
KONIQ-10k,7979893598,7979893598.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7979893598.jpg,train
KONIQ-10k,7980164509,7980164509.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7980164509.jpg,train
KONIQ-10k,7980394491,7980394491.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7980394491.jpg,train
KONIQ-10k,7981422171,7981422171.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7981422171.jpg,val
KONIQ-10k,7981733981,7981733981.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7981733981.jpg,train
KONIQ-10k,7983035556,7983035556.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7983035556.jpg,train
KONIQ-10k,7983388187,7983388187.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7983388187.jpg,holdout
KONIQ-10k,7983529291,7983529291.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7983529291.jpg,train
KONIQ-10k,7983700558,7983700558.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7983700558.jpg,train
KONIQ-10k,7984667593,7984667593.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7984667593.jpg,train
KONIQ-10k,7985643395,7985643395.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7985643395.jpg,train
KONIQ-10k,7987564601,7987564601.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7987564601.jpg,train
KONIQ-10k,7987926613,7987926613.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7987926613.jpg,holdout
KONIQ-10k,7989292953,7989292953.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7989292953.jpg,train
KONIQ-10k,7989520325,7989520325.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7989520325.jpg,train
KONIQ-10k,7991164057,7991164057.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7991164057.jpg,train
KONIQ-10k,7991223182,7991223182.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7991223182.jpg,train
KONIQ-10k,7991449337,7991449337.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7991449337.jpg,holdout
KONIQ-10k,7992243526,7992243526.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7992243526.jpg,train
KONIQ-10k,7992863678,7992863678.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7992863678.jpg,train
KONIQ-10k,7993315454,7993315454.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7993315454.jpg,train
KONIQ-10k,7993457702,7993457702.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7993457702.jpg,train
KONIQ-10k,7994018610,7994018610.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7994018610.jpg,holdout
KONIQ-10k,7994058325,7994058325.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7994058325.jpg,holdout
KONIQ-10k,7994313310,7994313310.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7994313310.jpg,val
KONIQ-10k,7996052982,7996052982.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7996052982.jpg,train
KONIQ-10k,7996349699,7996349699.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7996349699.jpg,val
KONIQ-10k,7998024612,7998024612.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7998024612.jpg,train
KONIQ-10k,7998388938,7998388938.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7998388938.jpg,train
KONIQ-10k,7998553110,7998553110.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7998553110.jpg,val
KONIQ-10k,7999186610,7999186610.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7999186610.jpg,train
KONIQ-10k,7999779242,7999779242.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7999779242.jpg,train
KONIQ-10k,7999886083,7999886083.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/7999886083.jpg,val
KONIQ-10k,8000756995,8000756995.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8000756995.jpg,val
KONIQ-10k,8000770201,8000770201.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8000770201.jpg,train
KONIQ-10k,8001662105,8001662105.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8001662105.jpg,holdout
KONIQ-10k,8002007313,8002007313.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8002007313.jpg,train
KONIQ-10k,8003027258,8003027258.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8003027258.jpg,train
KONIQ-10k,8003457683,8003457683.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8003457683.jpg,train
KONIQ-10k,8003576007,8003576007.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8003576007.jpg,train
KONIQ-10k,8003923043,8003923043.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8003923043.jpg,holdout
KONIQ-10k,8005430981,8005430981.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8005430981.jpg,train
KONIQ-10k,8005792260,8005792260.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8005792260.jpg,train
KONIQ-10k,8006234274,8006234274.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8006234274.jpg,val
KONIQ-10k,8008251007,8008251007.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8008251007.jpg,train
KONIQ-10k,8008341376,8008341376.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8008341376.jpg,val
KONIQ-10k,8009325601,8009325601.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8009325601.jpg,train
KONIQ-10k,8009623425,8009623425.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8009623425.jpg,train
KONIQ-10k,8010069396,8010069396.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8010069396.jpg,train
KONIQ-10k,8010819148,8010819148.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8010819148.jpg,holdout
KONIQ-10k,8012731043,8012731043.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8012731043.jpg,holdout
KONIQ-10k,8015526971,8015526971.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8015526971.jpg,train
KONIQ-10k,8015637389,8015637389.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8015637389.jpg,train
KONIQ-10k,8015825692,8015825692.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8015825692.jpg,train
KONIQ-10k,8016728166,8016728166.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8016728166.jpg,train
KONIQ-10k,8016790601,8016790601.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8016790601.jpg,train
KONIQ-10k,8016871394,8016871394.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8016871394.jpg,train
KONIQ-10k,8016925192,8016925192.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8016925192.jpg,train
KONIQ-10k,8017805417,8017805417.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8017805417.jpg,train
KONIQ-10k,80184044,80184044.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/80184044.jpg,holdout
KONIQ-10k,8019221019,8019221019.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8019221019.jpg,holdout
KONIQ-10k,8020716606,8020716606.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8020716606.jpg,val
KONIQ-10k,8020739978,8020739978.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8020739978.jpg,train
KONIQ-10k,8020768393,8020768393.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8020768393.jpg,train
KONIQ-10k,8021300262,8021300262.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8021300262.jpg,train
KONIQ-10k,8021353022,8021353022.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8021353022.jpg,val
KONIQ-10k,8021456503,8021456503.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8021456503.jpg,train
KONIQ-10k,8021464988,8021464988.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8021464988.jpg,train
KONIQ-10k,8022493551,8022493551.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8022493551.jpg,train
KONIQ-10k,8023712580,8023712580.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8023712580.jpg,val
KONIQ-10k,8023758470,8023758470.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8023758470.jpg,train
KONIQ-10k,8025466958,8025466958.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8025466958.jpg,train
KONIQ-10k,8026326591,8026326591.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8026326591.jpg,train
KONIQ-10k,8027425918,8027425918.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8027425918.jpg,train
KONIQ-10k,8030242803,8030242803.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8030242803.jpg,holdout
KONIQ-10k,8033033726,8033033726.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8033033726.jpg,train
KONIQ-10k,8033437927,8033437927.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8033437927.jpg,train
KONIQ-10k,8034708472,8034708472.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8034708472.jpg,train
KONIQ-10k,8034781018,8034781018.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8034781018.jpg,train
KONIQ-10k,8035433785,8035433785.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8035433785.jpg,train
KONIQ-10k,8035478082,8035478082.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8035478082.jpg,train
KONIQ-10k,8036033409,8036033409.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8036033409.jpg,train
KONIQ-10k,8036386438,8036386438.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8036386438.jpg,val
KONIQ-10k,8036607222,8036607222.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8036607222.jpg,train
KONIQ-10k,8039052171,8039052171.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8039052171.jpg,train
KONIQ-10k,8039894154,8039894154.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8039894154.jpg,train
KONIQ-10k,8040007574,8040007574.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8040007574.jpg,train
KONIQ-10k,8040267298,8040267298.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8040267298.jpg,train
KONIQ-10k,8040993311,8040993311.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8040993311.jpg,train
