dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,split
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_10_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_10,2,5.70455,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_10_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_10,3,4.6,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_10_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_10,4,3.17778,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_10_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_10,5,1.86667,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I15_11_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_11,1,5.8444400000000005,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_11_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_11,2,4.4,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_11_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_11,3,3.04878,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_11_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_11,4,2.0,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_11_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_11,5,0.6511600000000001,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_12_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_12,1,5.66667,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_12_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_12,2,5.40909,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_12_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_12,3,4.22222,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_12_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_12,4,3.2,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_12_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_12,5,2.56818,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I15_13_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_13,1,4.84091,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_13_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_13,2,3.76744,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_13_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_13,3,3.34884,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_13_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_13,4,2.86364,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_13_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_13,5,2.11364,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_14_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_14,1,5.59091,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_14_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_14,2,6.15556,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_14_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_14,3,5.95556,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_14_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_14,4,5.02381,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_14_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_14,5,3.79545,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_15_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_15,1,3.88636,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_15_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_15,2,4.02273,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_15_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_15,3,3.95455,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_15_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_15,4,4.13636,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_15_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_15,5,4.95455,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_16_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_16,1,6.22727,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_16_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_16,2,5.90698,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_16_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_16,3,5.422219999999999,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_16_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_16,4,5.38636,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_16_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_16,5,4.02326,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_17_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_17,1,5.93182,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_17_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_17,2,6.66667,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_17_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_17,3,5.0,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_17_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_17,4,6.31111,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_17_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_17,5,3.82222,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_18_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_18,1,5.15556,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_18_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_18,2,4.81395,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_18_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_18,3,4.37209,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_18_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_18,4,4.09091,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_18_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_18,5,3.76744,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_19_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_19,1,5.90909,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_19_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_19,2,5.33333,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_19_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_19,3,4.72093,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_19_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_19,4,4.37209,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_19_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_19,5,3.91111,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_20_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_20,1,6.32558,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_20_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_20,2,5.64444,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_20_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_20,3,4.744190000000001,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_20_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_20,4,3.13333,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_20_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_20,5,2.44444,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_21_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_21,1,5.22727,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_21_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_21,2,4.55556,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_21_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_21,3,3.91111,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_21_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_21,4,3.11364,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_21_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_21,5,2.30233,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_22_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_22,1,6.33333,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_22_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_22,2,5.8,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_22_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_22,3,5.38636,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_22_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_22,4,4.4888900000000005,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_22_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_22,5,3.71111,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_23_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_23,1,5.90909,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_23_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_23,2,5.90909,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_23_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_23,3,5.36364,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_23_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_23,4,4.47727,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_23_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_23,5,3.37209,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_24_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_24,1,5.77273,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_24_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_24,2,4.81395,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_24_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_24,3,3.22727,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_24_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_24,4,1.88636,train
TID2013,I15,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i15_24_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I15.BMP,type_24,5,0.72727,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I16_01_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_01,1,5.61538,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_01_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_01,2,5.65,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_01_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_01,3,5.02632,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_01_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_01,4,4.15385,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_01_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_01,5,3.94872,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_02_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_02,1,5.9,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_02_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_02,2,6.15,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_02_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_02,3,5.575,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_02_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_02,4,5.2,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_02_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_02,5,4.61538,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_03_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_03,1,4.74359,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_03_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_03,2,4.07895,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_03_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_03,3,3.69231,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_03_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_03,4,3.23684,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_03_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_03,5,2.79487,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_04_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_04,1,5.825,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_04_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_04,2,5.82051,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_04_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_04,3,5.75,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_04_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_04,4,5.12821,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_04_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_04,5,4.61538,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_05_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_05,1,5.8,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_05_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_05,2,5.61538,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_05_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_05,3,5.23077,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_05_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_05,4,4.35,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_05_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_05,5,3.39474,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_06_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_06,1,5.28205,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_06_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_06,2,4.82051,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_06_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_06,3,4.53846,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_06_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_06,4,3.97368,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_06_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_06,5,3.58974,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_07_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_07,1,5.475,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_07_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_07,2,4.75,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_07_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_07,3,4.35,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_07_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_07,4,3.66667,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_07_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_07,5,3.10256,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_08_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_08,1,5.82051,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_08_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_08,2,5.225,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_08_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_08,3,4.275,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_08_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_08,4,3.615380000000001,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_08_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_08,5,2.925,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_09_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_09,1,6.02564,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_09_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_09,2,5.76923,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_09_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_09,3,4.58974,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_09_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_09,4,3.12821,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_09_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_09,5,2.34211,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_10_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_10,1,5.9,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_10_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_10,2,5.76923,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_10_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_10,3,5.25641,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_10_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_10,4,3.615380000000001,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_10_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_10,5,2.4615400000000003,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I16_11_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_11,1,5.875,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_11_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_11,2,5.075,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_11_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_11,3,2.89744,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_11_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_11,4,2.075,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_11_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_11,5,0.95,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_12_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_12,1,5.875,train
TID2013,I16,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i16_12_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I16.BMP,type_12,2,5.575,train
