dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split
KONIQ-10k,8108912190,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8108912190.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8109380358,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8109380358.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8109558815,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8109558815.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8109560495,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8109560495.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8110370052,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8110370052.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8113113251,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8113113251.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8113190555,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8113190555.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8113244210,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8113244210.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8113245382,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8113245382.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8113369457,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8113369457.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8113498731,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8113498731.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8114138182,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8114138182.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8114369605,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8114369605.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8115151138,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8115151138.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8115433304,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8115433304.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8116678978,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8116678978.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8116711629,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8116711629.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8118290739,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8118290739.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8120535413,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8120535413.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8120735257,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8120735257.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8120809574,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8120809574.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8121424411,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8121424411.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8121591181,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8121591181.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8121860471,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8121860471.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8121986127,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8121986127.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8122853098,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8122853098.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8123324192,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8123324192.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8125828960,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8125828960.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8125869229,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8125869229.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8126953338,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8126953338.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8127311442,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8127311442.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8127846229,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8127846229.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8128148667,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8128148667.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8128298263,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8128298263.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8128596449,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8128596449.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8128896956,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8128896956.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8129021372,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8129021372.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8129206186,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8129206186.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,81292981,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/81292981.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8130387818,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8130387818.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8130446271,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8130446271.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8130469512,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8130469512.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8130745750,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8130745750.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8131856300,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8131856300.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8132171428,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8132171428.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8132808180,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8132808180.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8132835141,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8132835141.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8134031054,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8134031054.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8135725807,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8135725807.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8136167992,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8136167992.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8137649050,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8137649050.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8137709650,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8137709650.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8137767984,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8137767984.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8138101923,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8138101923.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8141906514,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8141906514.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8142530403,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8142530403.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8142555462,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8142555462.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8142580716,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8142580716.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8142588958,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8142588958.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8142609774,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8142609774.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8142864218,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8142864218.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8144270233,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8144270233.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8144691822,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8144691822.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8145791705,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8145791705.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8148747862,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8148747862.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8150322605,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8150322605.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8152475637,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8152475637.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8152535252,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8152535252.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8152567908,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8152567908.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8152645114,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8152645114.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8154204617,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8154204617.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8154345084,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8154345084.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8154496951,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8154496951.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8155106995,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8155106995.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8156018718,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8156018718.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8156608688,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8156608688.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8157038620,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8157038620.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8157117322,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8157117322.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8157884969,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8157884969.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8157886874,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8157886874.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8158011851,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8158011851.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8158072489,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8158072489.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8158344434,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8158344434.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8158453521,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8158453521.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8159044184,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8159044184.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8159815111,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8159815111.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8161767113,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8161767113.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8162335542,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8162335542.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8162764501,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8162764501.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8163644568,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8163644568.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8164370728,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8164370728.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8164688693,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8164688693.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8165044722,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8165044722.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8165323576,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8165323576.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8166756819,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8166756819.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8167486220,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8167486220.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8167676296,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8167676296.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8167934912,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8167934912.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8169167251,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8169167251.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8171751224,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8171751224.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8171907364,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8171907364.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8172599370,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8172599370.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8174015928,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8174015928.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8175674967,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8175674967.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8175828572,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8175828572.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8176025549,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8176025549.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8176328950,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8176328950.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8176381032,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8176381032.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8177148898,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8177148898.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8177168382,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8177168382.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8178464033,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8178464033.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8178540063,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8178540063.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8178731250,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8178731250.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8178834291,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8178834291.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8179235502,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8179235502.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,81792355027,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/81792355027.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8179375247,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8179375247.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8179397976,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8179397976.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8179500414,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8179500414.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8179614383,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8179614383.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8179882827,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8179882827.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8181726766,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8181726766.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8182062575,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8182062575.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8182393998,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8182393998.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8183741020,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8183741020.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8183781293,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8183781293.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8183790186,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8183790186.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8184075727,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8184075727.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8184338593,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8184338593.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8184978499,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8184978499.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8185021640,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8185021640.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8185807831,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8185807831.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8185829074,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8185829074.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8186224852,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8186224852.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8186599780,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8186599780.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,818793256,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/818793256.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8188022955,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8188022955.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8188461365,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8188461365.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8188524067,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8188524067.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8189076643,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8189076643.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8189726942,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8189726942.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8191059336,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8191059336.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8192678214,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8192678214.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8192992760,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8192992760.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8194129270,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8194129270.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8194417466,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8194417466.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8195268203,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8195268203.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8195491375,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8195491375.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8195543723,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8195543723.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8195809276,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8195809276.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8195917264,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8195917264.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8196266010,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8196266010.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8197401957,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8197401957.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,81974019574,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/81974019574.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8197822329,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8197822329.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8199545794,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8199545794.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8199731208,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8199731208.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8199832249,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8199832249.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8200520446,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8200520446.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8201445603,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8201445603.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8201535489,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8201535489.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8201796429,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8201796429.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8203037764,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8203037764.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8203914551,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8203914551.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8206370859,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8206370859.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8207139364,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8207139364.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8207322738,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8207322738.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8207527983,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8207527983.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8208615482,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8208615482.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8208757707,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8208757707.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8209638994,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8209638994.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8209647019,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8209647019.jpg,NA,authentic,NA,NA,NA,holdout
KONIQ-10k,8210031777,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8210031777.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8210857374,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8210857374.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8210890973,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8210890973.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8211686846,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8211686846.jpg,NA,authentic,NA,NA,NA,val
KONIQ-10k,8212033390,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8212033390.jpg,NA,authentic,NA,NA,NA,train
KONIQ-10k,8212081020,NA,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/8212081020.jpg,NA,authentic,NA,NA,NA,train
