dataset,image_id,ref_id,distortion_type,severity_or_level,distorted_path,group
KADID-10k,I74_12_01,I74,White noise in color component,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_12_01.png,noise
KADID-10k,I74_12_03,I74,White noise in color component,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_12_03.png,noise
KADID-10k,I74_12_05,I74,White noise in color component,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_12_05.png,noise
KADID-10k,I77_16_02,I77,Brighten,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_16_02.png,other
KADID-10k,I77_16_03,I77,Brighten,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_16_03.png,other
KADID-10k,I77_23_04,I77,Color block,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_23_04.png,other
KADID-10k,I77_23_05,I77,Color block,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_23_05.png,other
KADID-10k,I77_04_02,I77,Color diffusion,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_04_02.png,other
KADID-10k,I77_04_03,I77,Color diffusion,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_04_03.png,other
KADID-10k,I77_04_04,I77,Color diffusion,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_04_04.png,other
KADID-10k,I77_06_01,I77,Color quantization,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_06_01.png,other
KADID-10k,I77_06_04,I77,Color quantization,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_06_04.png,other
KADID-10k,I77_06_05,I77,Color quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_06_05.png,other
KADID-10k,I77_07_01,I77,Color saturation 1,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_07_01.png,other
KADID-10k,I77_07_02,I77,Color saturation 1,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_07_02.png,other
KADID-10k,I77_07_04,I77,Color saturation 1,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_07_04.png,other
KADID-10k,I77_07_05,I77,Color saturation 1,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_07_05.png,other
KADID-10k,I77_05_02,I77,Color shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_05_02.png,other
KADID-10k,I77_05_04,I77,Color shift,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_05_04.png,other
KADID-10k,I77_05_05,I77,Color shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_05_05.png,other
KADID-10k,I77_25_01,I77,Contrast change,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_25_01.png,other
KADID-10k,I77_25_02,I77,Contrast change,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_25_02.png,other
KADID-10k,I77_25_03,I77,Contrast change,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_25_03.png,other
KADID-10k,I77_25_04,I77,Contrast change,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_25_04.png,other
KADID-10k,I77_25_05,I77,Contrast change,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_25_05.png,other
KADID-10k,I77_17_01,I77,Darken,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_17_01.png,other
KADID-10k,I77_17_04,I77,Darken,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_17_04.png,other
KADID-10k,I77_15_05,I77,Denoise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_15_05.png,noise
KADID-10k,I77_01_02,I77,Gaussian blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_01_02.png,blur
KADID-10k,I77_01_03,I77,Gaussian blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_01_03.png,blur
KADID-10k,I77_01_05,I77,Gaussian blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_01_05.png,blur
KADID-10k,I77_24_01,I77,High sharpen,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_24_01.png,HF/sharpen
KADID-10k,I77_24_03,I77,High sharpen,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_24_03.png,HF/sharpen
KADID-10k,I77_24_05,I77,High sharpen,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_24_05.png,HF/sharpen
KADID-10k,I77_13_01,I77,Impulse noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_13_01.png,noise
KADID-10k,I77_13_04,I77,Impulse noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_13_04.png,noise
KADID-10k,I77_13_05,I77,Impulse noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_13_05.png,noise
KADID-10k,I77_10_01,I77,JPEG,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_10_01.png,other
KADID-10k,I77_10_02,I77,JPEG,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_10_02.png,other
KADID-10k,I77_10_03,I77,JPEG,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_10_03.png,other
KADID-10k,I77_10_05,I77,JPEG,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_10_05.png,other
KADID-10k,I77_09_01,I77,JPEG2000,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_09_01.png,other
KADID-10k,I77_09_03,I77,JPEG2000,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_09_03.png,other
KADID-10k,I77_09_04,I77,JPEG2000,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_09_04.png,other
KADID-10k,I77_09_05,I77,JPEG2000,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_09_05.png,other
KADID-10k,I77_19_01,I77,Jitter,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_19_01.png,other
KADID-10k,I77_19_02,I77,Jitter,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_19_02.png,other
KADID-10k,I77_19_04,I77,Jitter,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_19_04.png,other
KADID-10k,I77_02_01,I77,Lens blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_02_01.png,blur
KADID-10k,I77_02_02,I77,Lens blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_02_02.png,blur
KADID-10k,I77_02_04,I77,Lens blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_02_04.png,blur
KADID-10k,I77_02_05,I77,Lens blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_02_05.png,blur
KADID-10k,I77_18_01,I77,Mean shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_18_01.png,other
KADID-10k,I77_18_02,I77,Mean shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_18_02.png,other
KADID-10k,I77_18_04,I77,Mean shift,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_18_04.png,other
KADID-10k,I77_18_05,I77,Mean shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_18_05.png,other
KADID-10k,I77_03_01,I77,Motion blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_03_01.png,blur
KADID-10k,I77_03_02,I77,Motion blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_03_02.png,blur
KADID-10k,I77_03_04,I77,Motion blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_03_04.png,blur
KADID-10k,I77_14_01,I77,Multiplicative noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_14_01.png,noise
KADID-10k,I77_14_03,I77,Multiplicative noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_14_03.png,noise
KADID-10k,I77_14_04,I77,Multiplicative noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_14_04.png,noise
KADID-10k,I77_20_02,I77,Non-eccentricity patch,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_20_02.png,other
KADID-10k,I77_20_03,I77,Non-eccentricity patch,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_20_03.png,other
KADID-10k,I77_20_04,I77,Non-eccentricity patch,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_20_04.png,other
KADID-10k,I77_21_01,I77,Pixelate,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_21_01.png,other
KADID-10k,I77_21_02,I77,Pixelate,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_21_02.png,other
KADID-10k,I77_21_04,I77,Pixelate,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_21_04.png,other
KADID-10k,I77_21_05,I77,Pixelate,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_21_05.png,other
KADID-10k,I77_22_01,I77,Quantization,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_22_01.png,other
KADID-10k,I77_22_03,I77,Quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_22_03.png,other
KADID-10k,I77_22_05,I77,Quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_22_05.png,other
KADID-10k,I77_12_01,I77,White noise in color component,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_12_01.png,noise
KADID-10k,I77_12_05,I77,White noise in color component,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I77_12_05.png,noise
KADID-10k,I81_16_04,I81,Brighten,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_16_04.png,other
KADID-10k,I81_23_01,I81,Color block,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_23_01.png,other
KADID-10k,I81_23_02,I81,Color block,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_23_02.png,other
KADID-10k,I81_23_05,I81,Color block,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_23_05.png,other
KADID-10k,I81_04_05,I81,Color diffusion,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_04_05.png,other
KADID-10k,I81_06_03,I81,Color quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_06_03.png,other
KADID-10k,I81_06_05,I81,Color quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_06_05.png,other
KADID-10k,I81_07_01,I81,Color saturation 1,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_07_01.png,other
KADID-10k,I81_07_05,I81,Color saturation 1,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_07_05.png,other
KADID-10k,I81_08_02,I81,Color saturation 2,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_08_02.png,other
KADID-10k,I81_08_03,I81,Color saturation 2,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_08_03.png,other
KADID-10k,I81_05_02,I81,Color shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_05_02.png,other
KADID-10k,I81_17_03,I81,Darken,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_17_03.png,other
KADID-10k,I81_17_04,I81,Darken,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_17_04.png,other
KADID-10k,I81_17_05,I81,Darken,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_17_05.png,other
KADID-10k,I81_15_04,I81,Denoise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_15_04.png,noise
KADID-10k,I81_15_05,I81,Denoise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_15_05.png,noise
KADID-10k,I81_01_01,I81,Gaussian blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_01_01.png,blur
KADID-10k,I81_01_03,I81,Gaussian blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_01_03.png,blur
KADID-10k,I81_01_05,I81,Gaussian blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_01_05.png,blur
KADID-10k,I81_24_02,I81,High sharpen,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_24_02.png,HF/sharpen
KADID-10k,I81_24_03,I81,High sharpen,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_24_03.png,HF/sharpen
KADID-10k,I81_24_04,I81,High sharpen,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_24_04.png,HF/sharpen
KADID-10k,I81_13_01,I81,Impulse noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_13_01.png,noise
KADID-10k,I81_10_05,I81,JPEG,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_10_05.png,other
KADID-10k,I81_09_02,I81,JPEG2000,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_09_02.png,other
KADID-10k,I81_09_04,I81,JPEG2000,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_09_04.png,other
KADID-10k,I81_09_05,I81,JPEG2000,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_09_05.png,other
KADID-10k,I81_19_01,I81,Jitter,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_19_01.png,other
KADID-10k,I81_19_04,I81,Jitter,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_19_04.png,other
KADID-10k,I81_19_05,I81,Jitter,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_19_05.png,other
KADID-10k,I81_02_01,I81,Lens blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_02_01.png,blur
KADID-10k,I81_02_03,I81,Lens blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_02_03.png,blur
KADID-10k,I81_02_04,I81,Lens blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_02_04.png,blur
KADID-10k,I81_18_01,I81,Mean shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_18_01.png,other
KADID-10k,I81_18_02,I81,Mean shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_18_02.png,other
KADID-10k,I81_18_04,I81,Mean shift,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_18_04.png,other
KADID-10k,I81_03_01,I81,Motion blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_03_01.png,blur
KADID-10k,I81_03_03,I81,Motion blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_03_03.png,blur
KADID-10k,I81_03_04,I81,Motion blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_03_04.png,blur
KADID-10k,I81_03_05,I81,Motion blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_03_05.png,blur
KADID-10k,I81_14_02,I81,Multiplicative noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_14_02.png,noise
KADID-10k,I81_14_03,I81,Multiplicative noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_14_03.png,noise
KADID-10k,I81_14_04,I81,Multiplicative noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_14_04.png,noise
KADID-10k,I81_14_05,I81,Multiplicative noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_14_05.png,noise
KADID-10k,I81_20_02,I81,Non-eccentricity patch,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_20_02.png,other
KADID-10k,I81_20_03,I81,Non-eccentricity patch,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_20_03.png,other
KADID-10k,I81_21_04,I81,Pixelate,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_21_04.png,other
KADID-10k,I81_22_02,I81,Quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_22_02.png,other
KADID-10k,I81_22_03,I81,Quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_22_03.png,other
KADID-10k,I81_11_01,I81,White noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_11_01.png,noise
KADID-10k,I81_11_02,I81,White noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_11_02.png,noise
KADID-10k,I81_11_03,I81,White noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_11_03.png,noise
KADID-10k,I81_12_03,I81,White noise in color component,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I81_12_03.png,noise
TID2013,i05_01_2,I05,type_01,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_01_2.bmp,noise
TID2013,i05_01_3,I05,type_01,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_01_3.bmp,noise
TID2013,i05_01_4,I05,type_01,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_01_4.bmp,noise
TID2013,i05_01_5,I05,type_01,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_01_5.bmp,noise
TID2013,i05_02_1,I05,type_02,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_02_1.bmp,noise
TID2013,i05_02_2,I05,type_02,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_02_2.bmp,noise
TID2013,i05_02_3,I05,type_02,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_02_3.bmp,noise
TID2013,i05_02_5,I05,type_02,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_02_5.bmp,noise
TID2013,i05_03_1,I05,type_03,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_03_1.bmp,noise
TID2013,i05_03_2,I05,type_03,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_03_2.bmp,noise
TID2013,i05_03_5,I05,type_03,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_03_5.bmp,noise
TID2013,i05_04_5,I05,type_04,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_04_5.bmp,noise
TID2013,i05_05_4,I05,type_05,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_05_4.bmp,HF/sharpen
TID2013,i05_05_5,I05,type_05,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_05_5.bmp,HF/sharpen
TID2013,i05_06_1,I05,type_06,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_06_1.bmp,noise
TID2013,i05_06_2,I05,type_06,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_06_2.bmp,noise
TID2013,i05_06_3,I05,type_06,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_06_3.bmp,noise
TID2013,i05_07_1,I05,type_07,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_07_1.bmp,noise
TID2013,i05_07_2,I05,type_07,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_07_2.bmp,noise
TID2013,i05_07_3,I05,type_07,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_07_3.bmp,noise
TID2013,i05_08_1,I05,type_08,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_08_1.bmp,blur
TID2013,i05_08_2,I05,type_08,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_08_2.bmp,blur
TID2013,i05_08_3,I05,type_08,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_08_3.bmp,blur
TID2013,i05_08_4,I05,type_08,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_08_4.bmp,blur
TID2013,i05_08_5,I05,type_08,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_08_5.bmp,blur
TID2013,i05_09_1,I05,type_09,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_09_1.bmp,other
TID2013,i05_09_2,I05,type_09,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_09_2.bmp,other
TID2013,i05_09_3,I05,type_09,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_09_3.bmp,other
TID2013,i05_09_4,I05,type_09,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_09_4.bmp,other
TID2013,i05_09_5,I05,type_09,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_09_5.bmp,other
TID2013,i05_10_3,I05,type_10,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_10_3.bmp,other
TID2013,i05_10_4,I05,type_10,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_10_4.bmp,other
TID2013,i05_10_5,I05,type_10,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_10_5.bmp,other
TID2013,I05_11_1,I05,type_11,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I05_11_1.bmp,other
TID2013,i05_11_5,I05,type_11,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_11_5.bmp,other
TID2013,i05_12_2,I05,type_12,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_12_2.bmp,other
TID2013,i05_12_4,I05,type_12,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_12_4.bmp,other
TID2013,i05_13_3,I05,type_13,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_13_3.bmp,other
TID2013,i05_13_4,I05,type_13,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_13_4.bmp,other
TID2013,i05_13_5,I05,type_13,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_13_5.bmp,other
TID2013,i05_14_1,I05,type_14,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_14_1.bmp,other
TID2013,i05_14_2,I05,type_14,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_14_2.bmp,other
TID2013,i05_14_3,I05,type_14,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_14_3.bmp,other
TID2013,i05_14_4,I05,type_14,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_14_4.bmp,other
TID2013,i05_15_3,I05,type_15,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_15_3.bmp,other
TID2013,i05_15_4,I05,type_15,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_15_4.bmp,other
TID2013,i05_15_5,I05,type_15,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_15_5.bmp,other
TID2013,i05_16_1,I05,type_16,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_16_1.bmp,other
TID2013,i05_16_2,I05,type_16,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_16_2.bmp,other
TID2013,i05_16_4,I05,type_16,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_16_4.bmp,other
TID2013,i05_17_2,I05,type_17,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_17_2.bmp,other
TID2013,i05_17_4,I05,type_17,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_17_4.bmp,other
TID2013,i05_18_2,I05,type_18,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_18_2.bmp,other
TID2013,i05_18_3,I05,type_18,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_18_3.bmp,other
TID2013,i05_18_4,I05,type_18,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_18_4.bmp,other
TID2013,i05_19_3,I05,type_19,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_19_3.bmp,noise
TID2013,i05_19_4,I05,type_19,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_19_4.bmp,noise
TID2013,i05_20_2,I05,type_20,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_20_2.bmp,noise
TID2013,i05_20_5,I05,type_20,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_20_5.bmp,noise
TID2013,i05_21_1,I05,type_21,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_21_1.bmp,other
TID2013,i05_21_3,I05,type_21,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_21_3.bmp,other
TID2013,i05_21_4,I05,type_21,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_21_4.bmp,other
TID2013,i05_22_1,I05,type_22,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_22_1.bmp,other
TID2013,i05_22_4,I05,type_22,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_22_4.bmp,other
TID2013,i05_22_5,I05,type_22,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_22_5.bmp,other
TID2013,i05_23_2,I05,type_23,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_23_2.bmp,blur
TID2013,i05_23_3,I05,type_23,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_23_3.bmp,blur
TID2013,i05_23_5,I05,type_23,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_23_5.bmp,blur
TID2013,i05_24_1,I05,type_24,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_24_1.bmp,other
TID2013,i05_24_3,I05,type_24,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_24_3.bmp,other
TID2013,i05_24_5,I05,type_24,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i05_24_5.bmp,other
TID2013,I24_01_1,I24,type_01,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I24_01_1.bmp,noise
TID2013,i24_01_2,I24,type_01,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_01_2.bmp,noise
TID2013,i24_01_3,I24,type_01,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_01_3.bmp,noise
TID2013,i24_01_5,I24,type_01,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_01_5.bmp,noise
TID2013,i24_02_2,I24,type_02,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_02_2.bmp,noise
TID2013,i24_02_4,I24,type_02,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_02_4.bmp,noise
TID2013,i24_03_3,I24,type_03,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_03_3.bmp,noise
TID2013,i24_03_4,I24,type_03,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_03_4.bmp,noise
TID2013,i24_03_5,I24,type_03,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_03_5.bmp,noise
TID2013,i24_04_1,I24,type_04,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_04_1.bmp,noise
TID2013,i24_04_2,I24,type_04,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_04_2.bmp,noise
TID2013,i24_04_5,I24,type_04,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_04_5.bmp,noise
TID2013,i24_05_1,I24,type_05,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_05_1.bmp,HF/sharpen
TID2013,i24_05_2,I24,type_05,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_05_2.bmp,HF/sharpen
