dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,D_WACV,PSNR,SSIM,NIQE,LPIPS
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Mean shift,4,4.5,2807.945068359375,25.059734080469443,0.8684391776720682,3.4571517922712847,0.009929187595844269
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Mean shift,5,3.42,2813.018798828125,19.831576571973212,0.6958818634351095,4.27937760316875,0.05588764697313309
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Jitter,1,4.19,2799.66015625,27.446504636038846,0.9477552771568298,2.673295601806139,0.007530000992119312
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Jitter,2,3.8,2800.126708984375,25.679268875039476,0.9122980833053589,3.183648086210977,0.021406490355730057
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Jitter,3,3.13,2800.08740234375,22.665173658790728,0.7905548810958862,3.3738001610122703,0.1018996462225914
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Jitter,4,1.68,2804.3916015625,19.828039693054173,0.540171484152476,7.135076417052521,0.33023229241371155
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Jitter,5,1.16,2815.197998046875,18.33837561686726,0.37980949878692627,11.672785874226404,0.5304502844810486
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Non-eccentricity patch,1,4.43,2799.263916015625,27.197845466814204,0.9701869487762451,2.7285058071773576,0.015624611638486385
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Non-eccentricity patch,2,4.23,2799.25732421875,25.400429163282112,0.9432150721549988,2.7971159907108825,0.03387546166777611
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Non-eccentricity patch,3,4.17,2799.5498046875,24.131590274852243,0.9197972019513448,2.830913630536787,0.04185127839446068
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Non-eccentricity patch,4,4.13,2798.557373046875,25.15869647778271,0.9042093356450399,2.741150450741435,0.04181141406297684
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Non-eccentricity patch,5,3.43,2799.171630859375,23.134169361064274,0.8859499295552572,2.7870165937525178,0.06463046371936798
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Pixelate,1,3.83,2796.914306640625,22.43033771051096,0.6879029273986816,3.266867824584605,0.060531873255968094
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Pixelate,2,2.93,2800.427734375,22.887332012762897,0.7110676566759745,4.014440724017472,0.09044583886861801
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Pixelate,3,2.37,2798.986572265625,23.281480399661746,0.7316889564196268,4.581820758742823,0.10490743815898895
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Pixelate,4,2.4,2797.6162109375,22.000691351006026,0.6602667570114136,5.327394473376082,0.1277468204498291
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Pixelate,5,1.4,2793.12744140625,19.01587959026081,0.46687862277030945,15.38354516126747,0.3756377696990967
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Quantization,1,4.6,2808.365478515625,31.66842008647491,0.9429657061894735,3.321094864395034,0.006275056395679712
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Quantization,2,4.77,2811.922119140625,29.65644269870566,0.9161777098973592,3.643620925800525,0.014703143388032913
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Quantization,3,4.33,2813.52099609375,27.84246919211381,0.8828931450843811,3.812365152969732,0.030099550262093544
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Quantization,4,3.93,2818.12353515625,25.50933158587715,0.8257346749305725,4.282775257144231,0.060537200421094894
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Quantization,5,3.47,2822.162109375,22.484083264056434,0.7364745934804281,5.713768288453793,0.08822671324014664
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Color block,1,2.27,2798.34521484375,24.70422815541216,0.9764597217241923,3.124032893695049,0.06150450184941292
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Color block,2,2.4,2799.960693359375,23.32174224962008,0.9611772298812866,3.299555237395097,0.05983325093984604
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Color block,3,2.27,2798.84716796875,33.51072643508637,0.9863716761271158,2.9173037379035054,0.017031898722052574
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Color block,4,1.87,2800.616943359375,21.017222746024828,0.9479710658391317,3.016947766614818,0.09180006384849548
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Color block,5,2.53,2800.54638671875,20.74418850330856,0.9544520775477091,3.5084685175418215,0.09850943088531494
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,High sharpen,1,3.03,2806.217529296875,22.384600254367726,0.8292133808135986,4.570631941976992,0.08660009503364563
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,High sharpen,2,2.1,2808.05859375,17.70469883691015,0.6688967347145081,6.286773028533025,0.19191616773605347
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,High sharpen,3,1.73,2809.285400390625,15.363338654494957,0.5683378179868063,8.609635265668008,0.27571260929107666
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,High sharpen,4,1.53,2811.12451171875,12.19088907873926,0.4270290931065877,13.12440816569208,0.42064324021339417
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,High sharpen,5,1.1,2812.923583984375,10.003098296308384,0.3367941081523895,22.478209261870933,0.5423705577850342
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Contrast change,1,2.8,2809.671875,19.644532162898862,0.6781977017720541,4.189003667956569,0.07816781103610992
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Contrast change,2,3.67,2801.263427734375,22.61956131449057,0.8256561160087585,3.4230152394413005,0.040060289204120636
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Contrast change,3,4.0,2798.120849609375,27.441097234537942,0.9479343096415201,2.876314030368424,0.015665916725993156
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Contrast change,4,4.3,2800.846923828125,27.441097234537942,0.9637413223584493,2.8385692784698757,0.01916932873427868
KADID-10k,I55,/data/projectwork/swati_mam/kadid10k/images/I55_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I55.png,Contrast change,5,3.47,2803.959716796875,21.450646624548234,0.8715062538782755,3.0448387131040198,0.07610206305980682
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Gaussian blur,1,4.6,2810.71728515625,inf,1.0,4.521828350803974,0.0
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Gaussian blur,2,4.63,2810.608154296875,36.17474782174958,0.9881502389907837,4.937675955498867,0.017177509143948555
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Gaussian blur,3,2.87,2813.01416015625,27.718732673523597,0.9071442087491354,5.696668710219643,0.17308677732944489
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Gaussian blur,4,1.87,2820.446044921875,24.34740587820388,0.798121174176534,9.436628622764196,0.3634484112262726
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Gaussian blur,5,1.2,2828.34033203125,20.879360813258035,0.6495533982912699,12.023756303953911,0.5357215404510498
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Lens blur,1,3.5,2810.90869140625,31.060857035895424,0.9581683874130249,5.023159776595752,0.06144757196307182
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Lens blur,2,2.5,2813.998046875,26.466365772040646,0.872758130232493,6.231764573559157,0.22318366169929504
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Lens blur,3,1.9,2821.66259765625,23.659141199919386,0.7553467949231466,11.126529763704852,0.3645230829715729
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Lens blur,4,1.53,2825.60888671875,22.243773116724736,0.685019850730896,11.83675854353955,0.4459927976131439
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Lens blur,5,1.23,2827.5791015625,21.138366521287594,0.6389073530832926,12.150698484270302,0.49987509846687317
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Motion blur,1,4.63,2810.71728515625,inf,1.0,4.521828350803974,0.0
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Motion blur,2,4.27,2810.76708984375,32.71001296778037,0.9733677705128988,5.313860961366284,0.038257092237472534
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Motion blur,3,2.43,2812.9970703125,27.58107688591529,0.9084688822428385,7.920497182853172,0.14825022220611572
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Motion blur,4,1.97,2815.9814453125,25.832408277601814,0.8536960879961649,8.864828611777492,0.20064185559749603
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Motion blur,5,1.6,2821.25634765625,24.166584643810495,0.7767051855723063,10.075435223759941,0.27234476804733276
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color diffusion,1,4.63,2810.723388671875,32.237647781156994,0.9644569754600525,4.555388845336208,0.04137961566448212
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color diffusion,2,2.4,2818.5224609375,13.299088867361199,0.45468950768311817,5.285485570805319,0.27950191497802734
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color diffusion,3,1.83,2823.821533203125,12.047285478937104,0.36208609243233997,8.143210760629591,0.3985591530799866
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color diffusion,4,1.83,2824.717041015625,11.870213021326206,0.347626980394125,8.452429396869128,0.41952064633369446
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color diffusion,5,1.43,2825.751953125,11.749754649536374,0.3338502012193203,8.146463833778745,0.4302809536457062
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color shift,1,4.37,2812.21533203125,32.89012574272806,0.9802743593851725,4.698970488070827,0.013707010075449944
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color shift,2,2.87,2814.95947265625,27.88599662536303,0.9520098368326823,6.142099968941457,0.058994732797145844
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color shift,3,2.07,2814.45654296875,26.073947258352618,0.9427886207898458,4.46732600027944,0.09680607914924622
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color shift,4,1.87,2814.54541015625,25.97268224407841,0.9429492553075155,4.234162788881509,0.10432952642440796
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color shift,5,2.13,2814.626220703125,26.181154864526803,0.9445340633392334,4.550248316967074,0.09435273706912994
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color quantization,1,4.0,2815.500732421875,23.93314736188907,0.6920259594917297,10.326424097012847,0.13981309533119202
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color quantization,2,3.6,2816.795166015625,21.547502685889327,0.6511054833730062,11.881442533191539,0.15198677778244019
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color quantization,3,3.17,2817.95166015625,21.255871343161367,0.6170270641644796,16.135194001421574,0.1750868409872055
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color quantization,4,2.57,2821.182373046875,19.40080278615568,0.5180341204007467,27.976387261622953,0.26814523339271545
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color quantization,5,2.0,2821.591796875,18.998314143896586,0.4334895809491475,31.95191546065414,0.41816192865371704
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 1,1,2.2,2809.870849609375,17.137558312682323,0.8665653864542643,4.720710223582262,0.151699498295784
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 1,2,1.8,2810.02685546875,14.637816172399859,0.8264883359273275,4.674422224026293,0.2880385220050812
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 1,3,2.43,2811.477294921875,13.610763786651809,0.8073270122210184,4.699732468715822,0.37908440828323364
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 1,4,2.5,2815.59716796875,12.699554912496263,0.7891905705134074,4.671310734285674,0.4731495976448059
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 1,5,2.37,2802.815185546875,12.658097662870375,0.7563188274701437,4.616210377904327,0.46907520294189453
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 2,1,4.73,2810.71728515625,inf,1.0,4.521828350803974,0.0
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 2,2,2.8,2815.611328125,15.074238421091701,0.5523777852455775,4.274094004020228,0.159081369638443
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 2,3,2.33,2818.120849609375,13.157929325773832,0.4437284717957179,4.655146282362456,0.26604244112968445
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 2,4,1.6,2819.7724609375,12.027245399517387,0.36036011576652527,9.859751775506727,0.36234670877456665
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Color saturation 2,5,1.87,2820.580322265625,11.589157634730608,0.3308918625116348,11.517660649182764,0.38934725522994995
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG2000,1,4.4,2810.398193359375,42.996202605404946,0.9820529818534851,5.757080444675448,0.008379537612199783
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG2000,2,4.67,2810.112548828125,36.72120440718623,0.9563972353935242,7.392596292952007,0.02517874166369438
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG2000,3,4.67,2809.781982421875,33.6994491086865,0.9311797221501669,8.398218381978658,0.035378530621528625
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG2000,4,3.07,2809.126708984375,27.90929411269177,0.8351508180300394,9.6548773221792,0.1286650002002716
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG2000,5,1.57,2812.400146484375,24.009563964925334,0.6970095038414001,12.906486802294744,0.4064333438873291
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG,1,4.55,2810.373291015625,30.310258335848022,0.8998192350069681,6.263160362984539,0.02838023193180561
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG,2,4.13,2809.53076171875,29.714625084760584,0.8884644707043966,5.330193924408362,0.030847180634737015
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG,3,3.83,2809.3701171875,28.38505799635402,0.8577613433202108,4.759136154243616,0.0524248331785202
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG,4,1.67,2813.79736328125,24.264888759381122,0.6975844899813334,8.073931437859784,0.2391710877418518
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,JPEG,5,1.2,2820.281982421875,21.46529977511422,0.5836800535519918,11.988163967899958,0.406781405210495
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise,1,3.67,2814.5439453125,30.078550362045448,0.7111641565958658,5.826864363982928,0.0852833166718483
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise,2,3.4,2817.322021484375,27.105667890446785,0.5866117676099142,6.265441494750803,0.14504674077033997
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise,3,2.8,2818.689697265625,25.365321132951916,0.5118215878804525,8.762852384609976,0.20020265877246857
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise,4,2.43,2821.18994140625,23.196358485561973,0.4213753342628479,9.11097596080695,0.2821543216705322
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise,5,2.03,2822.242431640625,20.29234897005558,0.31349897384643555,10.578905607862465,0.43510332703590393
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise in color component,1,4.63,2811.94189453125,34.27739353703739,0.8533501227696737,4.397698142741131,0.04426002502441406
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise in color component,2,3.8,2816.200439453125,27.36535974049401,0.6064988772074381,6.136868480958213,0.15198209881782532
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise in color component,3,2.9,2818.373046875,24.41163895764685,0.4812999169031779,7.012345732380342,0.24887613952159882
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise in color component,4,2.67,2821.532958984375,21.516202429852708,0.36678122480710346,12.933651808914615,0.3888370394706726
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,White noise in color component,5,2.13,2821.753173828125,19.82869325807727,0.30487137536207837,11.95042537778318,0.46826422214508057
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Impulse noise,1,3.17,2811.09814453125,36.013174459942235,0.9777715802192688,5.041206926548006,0.033844612538814545
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Impulse noise,2,2.33,2813.015625,28.312352143882464,0.8813595573107401,8.027092852293752,0.1330854296684265
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Impulse noise,3,2.53,2815.360107421875,25.39441836439241,0.7862326502799988,11.83723636142765,0.19928675889968872
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Impulse noise,4,2.03,2820.0419921875,22.061762346486855,0.6285166144371033,17.665073946178346,0.3389049470424652
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Impulse noise,5,2.27,2822.3310546875,20.451681047703612,0.5206577181816101,23.792082301833485,0.4122462272644043
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Multiplicative noise,1,4.47,2810.89794921875,37.86388613375027,0.9314714471499125,4.21092878385143,0.019641917198896408
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Multiplicative noise,2,3.5,2812.53076171875,30.90766456435349,0.7829523881276449,6.441335628085393,0.08619164675474167
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Multiplicative noise,3,2.9,2815.0087890625,27.937656435668195,0.6871430277824402,7.506737581173135,0.1416914016008377
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_14_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Multiplicative noise,4,2.47,2816.118408203125,24.946475613310778,0.5834181904792786,9.34920477624618,0.22749556601047516
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_14_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Multiplicative noise,5,2.0,2819.43408203125,21.02681868984908,0.4444089929262797,11.571425873271467,0.39703625440597534
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_15_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Denoise,1,3.77,2812.49462890625,28.76587794546903,0.8164750933647156,3.276992441626154,0.08141613751649857
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_15_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Denoise,2,2.63,2813.606689453125,26.26594167591597,0.7149183551470438,4.055306879660168,0.15825946629047394
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_15_03.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Denoise,3,1.97,2816.026611328125,25.01369391672374,0.6357560753822327,4.32700834797035,0.21251550316810608
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_15_04.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Denoise,4,1.5,2817.32958984375,22.427568569406876,0.47126031915346783,5.451034880865107,0.3497166037559509
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Denoise,5,1.43,2819.35791015625,20.749525823753544,0.35744736591974896,6.937979059773808,0.5018187761306763
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Brighten,1,4.53,2811.211669921875,27.48190770927511,0.9802158077557882,4.515425593352367,0.002592709381133318
KADID-10k,I56,/data/projectwork/swati_mam/kadid10k/images/I56_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I56.png,Brighten,2,4.35,2811.871826171875,21.492465016824347,0.9487467805544535,4.542343588776866,0.009534897282719612
